pricePerSquareFoot,city,yearBuilt,livingAreaValue,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,homeType,county
102.0,Augusta,1954,1860.0,2.0,4.0,1860.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Richmond County
118.0,Augusta,1951,1102.0,2.0,2.0,1102.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
110.0,Augusta,1995,1995.0,2.0,4.0,1995.0,1,2.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
101.0,Augusta,1954,0.020385674931129475,1.0,3.0,888.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
103.0,Augusta,1950,0.02662993572084481,1.0,3.0,1160.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
108.0,Augusta,1952,0.02835169880624426,2.0,4.0,1235.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
93.0,Augusta,1964,1936.0,2.0,3.0,1936.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
100.0,Augusta,1976,0.027571166207529845,2.0,3.0,1201.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
132.0,Augusta,2013,0.047061524334251606,4.0,3.0,2050.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Richmond County
125.0,Augusta,1922,0.046923783287419654,2.0,3.0,2044.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Richmond County
96.0,Augusta,1835,7796.0,8.0,6.0,7796.0,1,6.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
131.0,Augusta,1940,1944.0,2.0,4.0,1944.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
168.0,Augusta,1927,1870.0,2.0,3.0,1870.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
109.0,Augusta,1936,3038.0,3.0,4.0,3038.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Richmond County
174.0,Augusta,1890,7476.0,6.0,8.0,7476.0,1,2.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
150.0,Augusta,1891,10000.0,6.0,5.0,10000.0,1,3.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Richmond County
159.0,Augusta,2021,1630.0,3.0,3.0,1630.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Richmond County
129.0,Augusta,1969,1621.0,2.0,3.0,1621.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
139.0,Augusta,2021,0.03340220385674931,3.0,3.0,0.0,0,0.0,0,0,0,0,1,SINGLE_FAMILY,Richmond County
124.0,Augusta,1976,1451.0,2.0,3.0,1451.0,1,1.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
121.0,Augusta,1965,2717.0,3.0,4.0,2717.0,0,0.0,0,One and One Half,0,0,0,SINGLE_FAMILY,Richmond County
100.0,Augusta,1979,2199.0,3.0,3.0,2199.0,1,2.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
151.0,Augusta,1966,2184.0,3.0,3.0,2184.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
125.0,Augusta,1980,2400.0,3.0,4.0,2400.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Richmond County
124.0,Augusta,1998,0.025068870523415977,2.0,2.0,1092.0,0,0.0,0,0,0,0,0,TOWNHOUSE,Richmond County
132.0,Augusta,1983,1738.0,3.0,3.0,1738.0,1,1.0,1,Two,0,0,0,SINGLE_FAMILY,Columbia County
133.0,Augusta,1989,0.030303030303030304,3.0,2.0,1320.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Richmond County
131.0,Augusta,1977,0.034963269054178146,2.0,3.0,1523.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
141.0,Augusta,2012,0.04387052341597796,2.0,3.0,1911.0,1,2.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Richmond County
130.0,Augusta,1964,1500.0,2.0,3.0,1500.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
110.0,Augusta,1995,0.03902662993572085,2.0,3.0,1700.0,1,1.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
94.0,Augusta,1876,3089.0,2.0,3.0,3089.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
101.0,Augusta,1952,1036.0,1.0,3.0,1036.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
112.0,Augusta,2006,0.02869605142332415,3.0,2.0,1250.0,0,0.0,0,Two,0,0,0,TOWNHOUSE,Richmond County
99.0,Augusta,1955,0.02231404958677686,2.0,2.0,972.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
93.0,Augusta,1921,0.03939393939393939,3.0,0.0,1716.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
110.0,Augusta,2007,0.04086317722681359,3.0,3.0,1780.0,1,1.0,1,Two,0,0,0,TOWNHOUSE,Richmond County
92.0,Augusta,1981,0.029981634527089074,3.0,2.0,1306.0,0,0.0,0,Two,0,0,0,CONDO,Richmond County
127.0,Augusta,2007,2045.0,3.0,3.0,2045.0,1,2.0,1,One and One Half,0,0,0,TOWNHOUSE,Richmond County
138.0,Augusta,1960,1300.0,2.0,3.0,1300.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
151.0,Augusta,1960,3700.0,3.0,3.0,3700.0,1,0.0,0,0,1,0,0,SINGLE_FAMILY,Richmond County
117.0,Augusta,1984,0.024426078971533517,1.0,2.0,1064.0,0,0.0,0,Two,0,0,0,TOWNHOUSE,Richmond County
131.0,Augusta,1958,2099.0,2.0,3.0,2099.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
175.0,Augusta,1956,1684.0,2.0,3.0,1684.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
93.0,Augusta,1980,0.053168044077134984,3.0,3.0,2316.0,0,0.0,0,Two,0,0,0,CONDO,Richmond County
126.0,Augusta,1997,2375.0,2.0,3.0,2375.0,1,2.0,1,0,0,0,0,SINGLE_FAMILY,Richmond County
151.0,Augusta,2017,3821.0,5.0,5.0,3821.0,1,2.0,1,3 Story,0,0,0,SINGLE_FAMILY,Columbia County
163.0,Austell,1995,0.03457300275482093,3.0,4.0,1506.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Cobb County
170.0,Austell,1972,1469.0,3.0,5.0,1469.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
155.0,Austell,1962,0.029614325068870524,2.0,3.0,1290.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
125.0,Austell,2018,0.039554637281910006,3.0,2.0,1723.0,1,1.0,1,Two,0,0,0,TOWNHOUSE,Cobb County
168.0,Austell,2018,0.04095500459136823,3.0,3.0,1784.0,1,2.0,1,Two,0,1,0,TOWNHOUSE,Cobb County
151.0,Austell,1957,0.023530762167125803,1.0,3.0,1025.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
143.0,Austell,1959,2302.0,2.0,3.0,2302.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
183.0,Austell,1999,0.03200183654729109,2.0,3.0,1394.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Cobb County
121.0,Austell,1965,2768.0,4.0,5.0,2768.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
123.0,Austell,1996,0.03709825528007346,3.0,3.0,1616.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Cobb County
149.0,Austell,1974,1520.0,2.0,3.0,1520.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
166.0,Austell,1980,1600.0,3.0,3.0,1600.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Cobb County
149.0,Austell,1988,1272.0,2.0,3.0,1272.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Cobb County
194.0,Austell,1961,1442.0,2.0,3.0,1442.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
131.0,Austell,2006,0.04563820018365473,3.0,3.0,1988.0,1,2.0,1,Two,0,0,0,CONDO,Cobb County
183.0,Austell,1999,0.03200183654729109,2.0,3.0,1394.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Cobb County
121.0,Austell,1965,2768.0,4.0,5.0,2768.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
138.0,Austell,2001,0.03241505968778696,3.0,2.0,1412.0,1,0.0,0,Two,0,0,0,TOWNHOUSE,Cobb County
149.0,Austell,1974,1520.0,2.0,3.0,1520.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
166.0,Austell,1980,1600.0,3.0,3.0,1600.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Cobb County
149.0,Austell,1988,1272.0,2.0,3.0,1272.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Cobb County
194.0,Austell,1961,1442.0,2.0,3.0,1442.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
171.0,Austell,1970,1080.0,2.0,2.0,1080.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
195.0,Austell,1935,0.025895316804407712,2.0,3.0,1128.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Cobb County
136.0,Austell,1994,0.03363177226813591,2.0,3.0,1465.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Cobb County
239.0,Avondale Estates,2021,0.05899908172635445,4.0,4.0,2570.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Dekalb County
271.0,Avondale Estates,2001,0.03264462809917355,3.0,3.0,1422.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Dekalb County
235.0,Avondale Estates,2021,0.0634297520661157,3.0,5.0,2763.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Dekalb County
239.0,Avondale Estates,2021,0.05899908172635445,4.0,4.0,2570.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Dekalb County
211.0,Avondale Estates,1988,0.04185032139577594,3.0,3.0,0.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Dekalb County
104.0,Baconton,1987,3161.0,4.0,4.0,0.0,1,0.0,0,0,1,0,0,SINGLE_FAMILY,Mitchell County
229.0,Baldwin,2005,4132.0,3.0,3.0,4132.0,1,2.0,1,Two,0,1,0,SINGLE_FAMILY,Banks County
198.0,Ball Ground,2005,6474.0,8.0,4.0,6474.0,1,2.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Cherokee County
199.0,Ball Ground,2021,2365.0,3.0,3.0,2365.0,1,2.0,1,One,0,0,1,SINGLE_FAMILY,Cherokee County
168.0,Ball Ground,1930,1932.0,3.0,4.0,1932.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Cherokee County
182.0,Ball Ground,1997,1344.0,2.0,3.0,1344.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Pickens County
196.0,Ball Ground,2007,4331.0,4.0,5.0,4331.0,1,0.0,1,One and One Half,1,1,0,SINGLE_FAMILY,Cherokee County
191.0,Ball Ground,1986,2460.0,2.0,3.0,2460.0,1,1.0,1,Two,0,0,0,SINGLE_FAMILY,Cherokee County
208.0,Ball Ground,1951,1325.0,1.0,3.0,1325.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Cherokee County
172.0,Ball Ground,2013,2597.0,3.0,4.0,2597.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Cherokee County
208.0,Ball Ground,1951,1325.0,1.0,3.0,1325.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Cherokee County
172.0,Ball Ground,2013,2597.0,3.0,4.0,2597.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Cherokee County
118.0,Barnesville,2000,1189.0,2.0,3.0,1189.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Lamar County
194.0,Barnesville,2006,2521.0,3.0,3.0,2521.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Lamar County
96.0,Barnesville,1950,0.02157943067033976,1.0,2.0,940.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Lamar County
106.0,Barnesville,1996,4258.0,3.0,4.0,4258.0,1,0.0,0,Three Or More,0,0,0,SINGLE_FAMILY,Lamar County
93.0,Barnesville,1883,2357.0,2.0,4.0,2357.0,1,0.0,0,One and One Half,0,0,0,SINGLE_FAMILY,Lamar County
106.0,Barnesville,1949,1127.0,1.0,3.0,1127.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Lamar County
186.0,Baxley,1960,1338.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
186.0,Baxley,1960,1338.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
126.0,Baxley,2021,1583.0,2.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
107.0,Baxley,1982,3036.0,3.0,3.0,3036.0,1,0.0,0,One,1,0,0,SINGLE_FAMILY,Appling County
99.0,Baxley,1996,2906.0,3.0,4.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
172.0,Baxley,1989,988.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
179.0,Baxley,1900,3562.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,LOT,Appling County
152.0,Baxley,2021,1968.0,3.0,4.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
117.0,Baxley,2007,3400.0,4.0,5.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Appling County
140.0,Bethlehem,2007,2217.0,3.0,4.0,2217.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Barrow County
134.0,Bethlehem,1995,2614.0,3.0,6.0,2614.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Barrow County
199.0,Bethlehem,2018,1861.0,2.0,3.0,1861.0,1,2.0,1,One,0,1,0,SINGLE_FAMILY,Barrow County
151.0,Bethlehem,2004,3202.0,4.0,4.0,3202.0,1,3.0,1,One and One Half,1,0,0,SINGLE_FAMILY,Walton County
142.0,Bethlehem,2001,2083.0,3.0,3.0,2083.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Barrow County
148.0,Bethlehem,2017,0.054981634527089075,3.0,4.0,0.0,1,2.0,0,Two,0,0,0,SINGLE_FAMILY,Gwinnett County
176.0,Bethlehem,2021,2215.0,3.0,3.0,2215.0,1,0.0,1,One,0,0,1,SINGLE_FAMILY,Barrow County
152.0,Bethlehem,2013,0.04956382001836547,2.0,4.0,2159.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Barrow County
145.0,Bethlehem,1997,1854.0,3.0,3.0,1854.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Barrow County
142.0,Bethlehem,2003,1695.0,3.0,3.0,1695.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Barrow County
109.0,Bethlehem,2002,4358.0,4.0,3.0,4358.0,1,0.0,1,Tri Level,0,0,0,SINGLE_FAMILY,Walton County
147.0,Bethlehem,2016,0.05472910927456382,3.0,4.0,2384.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Gwinnett County
135.0,Bethlehem,1993,2474.0,3.0,5.0,2474.0,1,1.0,1,Two,0,0,0,SINGLE_FAMILY,Barrow County
148.0,Bethlehem,2005,2372.0,3.0,4.0,2372.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Gwinnett County
135.0,Bethlehem,2016,0.06460055096418733,3.0,4.0,2814.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Gwinnett County
251.0,Bethlehem,2000,1220.0,3.0,4.0,1220.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Walton County
220.0,Bethlehem,1954,1578.0,2.0,3.0,1578.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Barrow County
138.0,Bethlehem,1862,1598.0,1.0,2.0,1598.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Barrow County
202.0,Bethlehem,1994,0.031221303948576674,2.0,3.0,1360.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Barrow County
167.0,Bethlehem,1993,1780.0,3.0,3.0,1780.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Barrow County
571.0,Bethlehem,1979,420.0,1.0,2.0,420.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Barrow County
199.0,Bishop,2015,2265.0,3.0,3.0,2265.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Oconee County
168.0,Bishop,2017,3116.0,3.0,4.0,3116.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Oconee County
200.0,Bishop,2002,4259.0,5.0,4.0,4259.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Oconee County
121.0,Bishop,2013,6200.0,5.0,5.0,6200.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Oconee County
210.0,Bishop,2007,3530.0,4.0,4.0,3530.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Oconee County
222.0,Bishop,1997,3198.0,3.0,3.0,3198.0,1,0.0,1,Two,0,1,0,SINGLE_FAMILY,Morgan County
224.0,Bishop,2002,5352.0,5.0,4.0,5352.0,1,0.0,1,Two,0,1,0,SINGLE_FAMILY,Oconee County
174.0,Bishop,2001,6589.0,7.0,6.0,6589.0,1,0.0,1,One,0,1,0,SINGLE_FAMILY,Oconee County
174.0,Bishop,1996,5097.0,7.0,4.0,5097.0,1,0.0,1,Tri Level,0,1,0,SINGLE_FAMILY,Oconee County
242.0,Bishop,1984,1759.0,2.0,3.0,1759.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Oconee County
151.0,Blackshear,2003,2108.0,3.0,3.0,0.0,1,2.0,1,0,0,0,0,SINGLE_FAMILY,Pierce County
150.0,Blackshear,1974,1730.0,2.0,2.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
113.0,Blackshear,2018,0.026446280991735537,2.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
128.0,Blackshear,2013,2582.0,2.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
145.0,Blackshear,2013,2269.0,3.0,4.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
113.0,Blackshear,2010,1260.0,2.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
124.0,Blackshear,2009,1333.0,2.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
129.0,Blackshear,2014,1477.0,2.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Pierce County
144.0,Blackshear,2021,1281.0,2.0,3.0,0.0,1,2.0,1,0,0,0,1,SINGLE_FAMILY,Pierce County
161.0,Blackshear,2008,0.08131313131313131,5.0,4.0,0.0,0,0.0,0,0,1,0,0,SINGLE_FAMILY,Pierce County
166.0,Blackshear,2020,3126.0,3.0,3.0,0.0,1,3.0,1,One,0,0,0,SINGLE_FAMILY,Pierce County
164.0,Blairsville,2018,1818.0,1.0,2.0,1818.0,0,0.0,0,0,0,0,1,SINGLE_FAMILY,Union County
166.0,Blairsville,1978,2561.0,6.0,5.0,2561.0,1,4.0,1,One,0,0,0,SINGLE_FAMILY,Union County
173.0,Blairsville,1940,1128.0,1.0,2.0,1128.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Union County
164.0,Blairsville,2018,1818.0,1.0,2.0,1818.0,0,0.0,0,0,0,0,1,SINGLE_FAMILY,Union County
196.0,Blairsville,2002,0.046831955922865015,4.0,4.0,2040.0,0,0.0,1,Two,0,0,0,SINGLE_FAMILY,Union County
175.0,Blairsville,1991,1856.0,4.0,3.0,1856.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Union County
178.0,Blairsville,1950,1406.0,2.0,3.0,1406.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Union County
177.0,Blairsville,1985,1296.0,2.0,3.0,1296.0,0,0.0,1,0,0,1,0,SINGLE_FAMILY,Union County
210.0,Blairsville,1983,1310.0,2.0,3.0,1310.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Union County
153.0,Blairsville,1977,3468.0,2.0,5.0,3468.0,1,0.0,0,One and One Half,0,0,0,SINGLE_FAMILY,Union County
170.0,Blairsville,1984,1560.0,2.0,3.0,1560.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Union County
154.0,Blairsville,1970,1296.0,2.0,3.0,1296.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Union County
248.0,Bloomingdale,2009,4790.0,6.0,5.0,0.0,0,0.0,0,0,1,0,0,SINGLE_FAMILY,Effingham County
240.0,Blue Ridge,2004,5518.0,5.0,4.0,5518.0,0,0.0,1,0,0,1,0,SINGLE_FAMILY,Fannin County
360.0,Blue Ridge,2005,896.0,2.0,2.0,896.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Gilmer County
287.0,Blue Ridge,1992,1479.0,2.0,2.0,1479.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Fannin County
268.0,Blue Ridge,2020,3337.0,3.0,4.0,3337.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Fannin County
208.0,Blue Ridge,1967,1008.0,1.0,2.0,1008.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Fannin County
238.0,Blue Ridge,2007,4685.0,6.0,5.0,4685.0,0,0.0,1,Two,0,0,0,SINGLE_FAMILY,Fannin County
189.0,Blue Ridge,2007,3388.0,3.0,3.0,3388.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Fannin County
190.0,Blue Ridge,2019,0.11485307621671258,4.0,5.0,5003.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Fannin County
253.0,Blue Ridge,1996,1776.0,2.0,4.0,1776.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Fannin County
267.0,Blue Ridge,2002,2802.0,3.0,3.0,2802.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Gilmer County
356.0,Blue Ridge,1994,1024.0,1.0,2.0,1024.0,0,0.0,0,0,0,1,0,SINGLE_FAMILY,Gilmer County
262.0,Blue Ridge,2007,3240.0,5.0,4.0,3240.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Fannin County
190.0,Blue Ridge,1995,5256.0,6.0,4.0,5256.0,0,0.0,1,Two,0,1,0,SINGLE_FAMILY,Fannin County
101.0,Blythe,2000,4270.0,3.0,5.0,4270.0,1,2.0,1,3 Story,0,0,0,SINGLE_FAMILY,Richmond County
107.0,Blythe,1926,3262.0,4.0,8.0,3262.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Richmond County
146.0,Bogart,2006,2984.0,5.0,4.0,2984.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Jackson County
143.0,Bogart,2006,5327.0,5.0,5.0,5327.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Oconee County
213.0,Bogart,2002,2485.0,3.0,4.0,2485.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Oconee County
152.0,Bogart,2009,6258.0,7.0,6.0,6258.0,1,0.0,1,Two,0,1,0,SINGLE_FAMILY,Oconee County
121.0,Bogart,2007,7000.0,6.0,5.0,7000.0,1,0.0,1,Two,0,1,0,SINGLE_FAMILY,Oconee County
168.0,Bogart,1999,2908.0,4.0,4.0,2908.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Oconee County
252.0,Bogart,1930,1489.0,2.0,3.0,1489.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Oconee County
127.0,Bonaire,2015,2479.0,3.0,5.0,0.0,1,0.0,1,2 Story or More,0,0,0,SINGLE_FAMILY,Houston County
124.0,Bonaire,2002,2811.0,3.0,4.0,0.0,1,0.0,1,2 Story or More,1,0,0,SINGLE_FAMILY,Houston County
102.0,Bonaire,1997,0.042722681359044994,2.0,3.0,1861.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Houston County
102.0,Bonaire,1997,0.042722681359044994,2.0,3.0,0.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Houston County
112.0,Bonaire,2009,0.055348943985307625,3.0,4.0,0.0,1,0.0,1,2 Story or More,0,0,0,SINGLE_FAMILY,Houston County
110.0,Bonaire,2004,1641.0,2.0,3.0,0.0,1,0.0,1,One,0,1,0,SINGLE_FAMILY,Houston County
121.0,Bonaire,2007,2965.0,3.0,4.0,0.0,1,0.0,1,2 Story or More,1,1,0,SINGLE_FAMILY,Houston County
131.0,Bonaire,1986,2552.0,3.0,4.0,0.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Houston County
106.0,Bonaire,1992,0.04538567493112948,2.0,3.0,0.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Houston County
103.0,Bonaire,1995,2145.0,2.0,3.0,0.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Houston County
118.0,Bonaire,2004,4145.0,4.0,5.0,0.0,1,0.0,1,2 Story or More,1,1,0,SINGLE_FAMILY,Houston County
109.0,Bonaire,2001,0.02940771349862259,2.0,3.0,0.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Houston County
102.0,Bonaire,1997,0.042722681359044994,2.0,3.0,1861.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Houston County
102.0,Bonaire,1997,0.042722681359044994,2.0,3.0,0.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Houston County
125.0,Boston,1892,1800.0,2.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Thomas County
144.0,Boston,2021,1488.0,2.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Thomas County
110.0,Bowdon,2004,4291.0,4.0,5.0,4291.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Carroll County
146.0,Bowdon,1916,1712.0,1.0,2.0,1712.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Carroll County
133.0,Bowdon,1975,3572.0,4.0,4.0,3572.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Carroll County
129.0,Bowdon,1985,1945.0,2.0,3.0,1945.0,0,0.0,0,One and One Half,0,0,0,SINGLE_FAMILY,Carroll County
218.0,Bowdon,2007,3182.0,3.0,4.0,3182.0,1,4.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Carroll County
153.0,Box Springs,1965,2386.0,2.0,3.0,2386.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Talbot County
124.0,Braselton,2017,0.07107438016528926,4.0,4.0,3096.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Jackson County
110.0,Braselton,2006,4012.0,5.0,5.0,4012.0,1,3.0,1,Two,0,1,0,SINGLE_FAMILY,Barrow County
126.0,Braselton,1996,2971.0,3.0,3.0,2971.0,1,3.0,1,One,0,1,0,SINGLE_FAMILY,Hall County
188.0,Braselton,2004,4921.0,4.0,4.0,4921.0,1,3.0,1,Three Or More,0,0,0,SINGLE_FAMILY,Barrow County
163.0,Braselton,2000,1843.0,2.0,3.0,1843.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Jackson County
188.0,Braselton,1970,1040.0,1.0,3.0,1040.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Jackson County
125.0,Braselton,2004,2626.0,3.0,4.0,2626.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Jackson County
