price,pricePerSquareFoot,city,yearBuilt,livingAreaValue,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,homeType,county
630000.0,131.0,Canton,1995,4792.0,4.0,5.0,4792.0,1,3.0,1,Two,0,0,0,SINGLE_FAMILY,Cherokee County
175000.0,125.0,Carnesville,2001,1404.0,2.0,3.0,1404.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Franklin County
242000.0,123.0,Carnesville,2002,1962.0,2.0,3.0,1962.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Franklin County
272000.0,138.0,Carrollton,2002,1969.0,3.0,3.0,1969.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
269900.0,121.0,Carrollton,1973,2229.0,2.0,3.0,2229.0,0,0.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
170000.0,131.0,Carrollton,1971,1296.0,2.0,3.0,1296.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Carroll County
299900.0,97.0,Carrollton,2001,3082.0,3.0,4.0,3082.0,1,0.0,1,0,0,0,0,SINGLE_FAMILY,Carroll County
225000.0,110.0,Carrollton,1989,2043.0,2.0,3.0,2043.0,0,0.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
270000.0,175.0,Carrollton,1964,1544.0,2.0,4.0,1544.0,1,0.0,0,Multi/Split,0,0,0,SINGLE_FAMILY,Carroll County
238900.0,147.0,Carrollton,1972,1629.0,2.0,3.0,1629.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
295000.0,154.0,Carrollton,2002,1921.0,2.0,3.0,1921.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Carroll County
199500.0,191.0,Carrollton,1946,0.023966942148760332,2.0,3.0,1044.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Carroll County
269900.0,156.0,Carrollton,1968,1733.0,2.0,4.0,1733.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Carroll County
264900.0,139.0,Carrollton,2021,1910.0,3.0,4.0,1910.0,1,0.0,1,Two,0,0,1,SINGLE_FAMILY,Carroll County
245000.0,106.0,Carrollton,1971,2306.0,3.0,4.0,2306.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Carroll County
309900.0,149.0,Carrollton,2016,2086.0,3.0,4.0,2086.0,0,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Carroll County
199900.0,123.0,Carrollton,2003,0.03741965105601469,3.0,3.0,1630.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Carroll County
262900.0,138.0,Carrollton,2021,1910.0,3.0,4.0,1910.0,1,0.0,1,Two,0,0,1,SINGLE_FAMILY,Carroll County
264000.0,123.0,Carrollton,2003,2146.0,3.0,3.0,2146.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Carroll County
245000.0,108.0,Carrollton,2004,0.052157943067033974,3.0,4.0,2272.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Carroll County
534900.0,112.0,Carrollton,2003,4794.0,4.0,4.0,4794.0,1,0.0,1,One,1,0,0,SINGLE_FAMILY,Carroll County
269000.0,121.0,Carrollton,1993,2220.0,3.0,3.0,2220.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Carroll County
498000.0,171.0,Carrollton,2001,2906.0,2.0,5.0,2906.0,1,2.0,1,Two,0,1,0,SINGLE_FAMILY,Carroll County
274900.0,133.0,Carrollton,2001,2060.0,3.0,4.0,2060.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Carroll County
624900.0,201.0,Carrollton,2005,3104.0,3.0,4.0,3104.0,1,0.0,0,Three Or More,1,0,0,SINGLE_FAMILY,Carroll County
239900.0,150.0,Carrollton,1980,1596.0,3.0,3.0,1596.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
589000.0,119.0,Carrollton,1996,4956.0,5.0,6.0,4956.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Carroll County
447000.0,197.0,Carrollton,2000,2266.0,3.0,3.0,2266.0,1,2.0,1,One,1,1,0,SINGLE_FAMILY,Carroll County
209900.0,127.0,Carrollton,1978,1659.0,2.0,3.0,0.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
449900.0,121.0,Carrollton,1987,3732.0,4.0,5.0,3732.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Carroll County
325000.0,153.0,Carrollton,2000,2119.0,3.0,3.0,2119.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Carroll County
218000.0,104.0,Carrollton,1948,2092.0,2.0,3.0,2092.0,0,0.0,1,One,0,0,0,SINGLE_FAMILY,Carroll County
385000.0,185.0,Cartersville,2016,0.047658402203856746,3.0,4.0,2076.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
279900.0,211.0,Cartersville,2020,1324.0,2.0,3.0,1324.0,1,2.0,1,Multi/Split,0,0,1,SINGLE_FAMILY,Bartow County
198900.0,172.0,Cartersville,1999,0.026584022038567492,2.0,3.0,1158.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Bartow County
600000.0,230.0,Cartersville,2021,0.06000918273645546,3.0,3.0,0.0,1,0.0,0,0,0,0,1,SINGLE_FAMILY,Bartow County
250000.0,248.0,Cartersville,1970,1008.0,1.0,2.0,1008.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Bartow County
400900.0,151.0,Cartersville,2021,2650.0,3.0,4.0,2650.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Bartow County
386900.0,175.0,Cartersville,2021,0.05064279155188246,3.0,4.0,2206.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Bartow County
975000.0,211.0,Cartersville,2014,4615.0,5.0,5.0,4615.0,1,4.0,1,Three Or More,1,0,0,SINGLE_FAMILY,Bartow County
200000.0,130.0,Cartersville,1973,1539.0,2.0,3.0,1539.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
224900.0,191.0,Cartersville,1962,1175.0,2.0,3.0,1175.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
749900.0,249.0,Cartersville,2007,3010.0,4.0,3.0,3010.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Bartow County
299800.0,240.0,Cartersville,1930,1247.0,2.0,3.0,1247.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
285000.0,203.0,Cartersville,2003,0.03220844811753903,2.0,3.0,1403.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Bartow County
250000.0,114.0,Cartersville,1978,2202.0,2.0,4.0,2202.0,1,1.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
525000.0,146.0,Cartersville,2012,3600.0,4.0,5.0,3600.0,1,0.0,1,Two,1,0,0,SINGLE_FAMILY,Bartow County
250000.0,206.0,Cartersville,1979,1215.0,2.0,3.0,1215.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
384900.0,174.0,Cartersville,2021,2206.0,3.0,4.0,2206.0,1,0.0,1,Two,0,0,1,SINGLE_FAMILY,Bartow County
270000.0,189.0,Cartersville,1955,1430.0,2.0,3.0,1430.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Bartow County
374800.0,171.0,Cartersville,1976,2195.0,3.0,3.0,2195.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
185000.0,103.0,Cartersville,2002,1794.0,3.0,3.0,1794.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
265000.0,165.0,Cartersville,1969,1608.0,2.0,3.0,1608.0,0,0.0,0,One and One Half,0,0,0,SINGLE_FAMILY,Bartow County
649900.0,131.0,Cartersville,2000,4967.0,5.0,4.0,4967.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
175000.0,130.0,Cartersville,1960,1344.0,1.0,3.0,1344.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
229000.0,218.0,Cartersville,1989,1052.0,2.0,3.0,1052.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Bartow County
270000.0,123.0,Cartersville,2020,0.05057392102846648,3.0,4.0,2203.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
219900.0,113.0,Cartersville,1996,1938.0,2.0,3.0,1938.0,1,0.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Bartow County
270000.0,123.0,Cartersville,2020,0.05057392102846648,3.0,4.0,2203.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Bartow County
140000.0,181.0,Cartersville,1970,0.017791551882460975,1.0,2.0,775.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
189900.0,185.0,Cartersville,1945,0.023507805325987143,1.0,2.0,1024.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
199900.0,146.0,Cartersville,1965,1370.0,1.0,3.0,1370.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
190000.0,180.0,Cartersville,1950,0.024242424242424242,1.0,2.0,1056.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Bartow County
239900.0,117.0,Cataula,2006,2059.0,3.0,5.0,2059.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Harris County
270000.0,123.0,Cataula,1995,2202.0,2.0,4.0,2202.0,1,3.0,1,0,0,0,0,SINGLE_FAMILY,Harris County
134900.0,118.0,Cataula,1950,1148.0,1.0,2.0,1148.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Harris County
474500.0,119.0,Cataula,2021,3972.0,4.0,5.0,3972.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Harris County
839000.0,186.0,Cave Spring,1999,4513.0,5.0,5.0,4513.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Floyd County
395000.0,185.0,Cedartown,2002,2132.0,3.0,3.0,2132.0,1,2.0,1,Three Or More,1,0,0,SINGLE_FAMILY,Polk County
449900.0,177.0,Cedartown,1998,2535.0,3.0,3.0,2535.0,1,0.0,0,One and One Half,0,0,0,SINGLE_FAMILY,Haralson County
210000.0,120.0,Cedartown,1988,1745.0,2.0,3.0,1745.0,0,0.0,1,One,0,0,0,SINGLE_FAMILY,Polk County
269900.0,289.0,Chamblee,2005,0.021418732782369145,2.0,2.0,933.0,1,1.0,1,One,0,0,0,CONDO,Dekalb County
1400000.0,191.0,Chamblee,2007,7323.0,7.0,6.0,7323.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Dekalb County
275000.0,290.0,Chamblee,1950,948.0,1.0,2.0,948.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Dekalb County
287500.0,242.0,Chamblee,2008,0.02727272727272727,2.0,2.0,1188.0,1,0.0,1,Two,0,0,0,TOWNHOUSE,Dekalb County
509000.0,218.0,Chamblee,2007,0.053604224058769516,4.0,3.0,2335.0,1,1.0,1,Three Or More,1,0,0,TOWNHOUSE,Dekalb County
275000.0,290.0,Chamblee,1950,948.0,1.0,2.0,948.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Dekalb County
287500.0,242.0,Chamblee,2008,0.02727272727272727,2.0,2.0,1188.0,1,0.0,1,Two,0,0,0,TOWNHOUSE,Dekalb County
269900.0,289.0,Chamblee,2005,0.021418732782369145,2.0,2.0,933.0,1,1.0,1,One,0,0,0,CONDO,Dekalb County
1400000.0,191.0,Chamblee,2007,7323.0,7.0,6.0,7323.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Dekalb County
509000.0,218.0,Chamblee,2007,0.053604224058769516,4.0,3.0,2335.0,1,1.0,1,Three Or More,1,0,0,TOWNHOUSE,Dekalb County
259900.0,173.0,Chatsworth,2006,1502.0,2.0,3.0,0.0,1,0.0,0,0,1,0,0,SINGLE_FAMILY,Murray County
130000.0,141.0,Chatsworth,1988,924.0,4.0,4.0,924.0,0,0.0,0,One,0,0,0,MULTI_FAMILY,Murray County
314900.0,138.0,Chatsworth,2001,2274.0,3.0,4.0,2274.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Murray County
200000.0,119.0,Chatsworth,2001,1676.0,2.0,4.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Murray County
239900.0,162.0,Chatsworth,1995,1481.0,2.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Murray County
199900.0,143.0,Chatsworth,2021,1400.0,2.0,3.0,1400.0,0,0.0,0,One,0,0,1,SINGLE_FAMILY,Murray County
249900.0,120.0,Chatsworth,1902,2086.0,2.0,4.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Murray County
134900.0,108.0,Chatsworth,2002,1248.0,2.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Murray County
214900.0,177.0,Chatsworth,2002,1216.0,2.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Murray County
599999.0,385.0,Cherry Log,1995,1560.0,2.0,4.0,1560.0,0,0.0,0,0,0,1,0,SINGLE_FAMILY,Fannin County
599000.0,440.0,Cherry Log,2010,1362.0,2.0,2.0,1362.0,0,0.0,0,0,0,1,0,SINGLE_FAMILY,Fannin County
799900.0,290.0,Cherry Log,2013,2758.0,3.0,1.0,2758.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Fannin County
1450000.0,453.0,Cherry Log,2015,3200.0,4.0,5.0,3200.0,1,3.0,1,Two,0,0,0,SINGLE_FAMILY,Fannin County
1850000.0,408.0,Cherry Log,2001,4535.0,3.0,4.0,4535.0,0,0.0,1,0,0,0,0,SINGLE_FAMILY,Gilmer County
899000.0,288.0,Cherry Log,2000,3120.0,4.0,3.0,3120.0,0,0.0,1,0,0,1,0,SINGLE_FAMILY,Fannin County
276250.0,115.0,Chickamauga,1971,2392.0,3.0,4.0,2392.0,1,3.0,1,One,0,0,0,SINGLE_FAMILY,Walker County
245000.0,107.0,Chickamauga,1972,2280.0,3.0,4.0,2280.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Walker County
374000.0,171.0,Chickamauga,2017,2187.0,2.0,4.0,2187.0,1,2.0,1,One and One Half,0,1,1,SINGLE_FAMILY,Walker County
195000.0,123.0,Chickamauga,1922,0.03631772268135904,2.0,4.0,1582.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Walker County
315000.0,140.0,Chickamauga,1996,2246.0,2.0,3.0,2246.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Walker County
220000.0,117.0,Chickamauga,1977,1875.0,2.0,3.0,1875.0,0,0.0,1,Three Or More-Split Level-Tri-Level,0,0,0,SINGLE_FAMILY,Walker County
299900.0,180.0,Chickamauga,2020,0.038223140495867766,2.0,3.0,1665.0,1,2.0,1,One,0,0,1,SINGLE_FAMILY,Walker County
899500.0,160.0,Chickamauga,1999,5614.0,6.0,5.0,5614.0,1,3.0,1,Two,0,1,0,SINGLE_FAMILY,Walker County
279000.0,170.0,Chickamauga,1994,1644.0,2.0,3.0,1644.0,1,1.0,1,One,0,1,0,SINGLE_FAMILY,Walker County
389900.0,178.0,Chickamauga,2021,2187.0,3.0,4.0,2187.0,1,2.0,1,One and One Half,0,0,1,SINGLE_FAMILY,Walker County
440000.0,165.0,Chickamauga,1951,2660.0,3.0,3.0,2660.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Walker County
239000.0,192.0,Clarkesville,1927,0.02865013774104683,1.0,2.0,1248.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Habersham County
150000.0,148.0,Clarkesville,1927,0.02330119375573921,1.0,3.0,1015.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Habersham County
365000.0,148.0,Clarkesville,1993,2462.0,3.0,3.0,2462.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Habersham County
199000.0,153.0,Clarkesville,1955,1304.0,1.0,3.0,1304.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Habersham County
782500.0,144.0,Clarkesville,2000,5424.0,6.0,5.0,5424.0,1,3.0,1,Two,0,0,0,SINGLE_FAMILY,Habersham County
489000.0,162.0,Clarkesville,2006,3016.0,4.0,3.0,3016.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Habersham County
365000.0,148.0,Clarkesville,1993,2462.0,3.0,3.0,2462.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Habersham County
698500.0,175.0,Clarkesville,2001,3987.0,6.0,5.0,3987.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Habersham County
413500.0,144.0,Clarkesville,1999,2874.0,3.0,5.0,2874.0,1,0.0,1,One,1,0,0,SINGLE_FAMILY,Habersham County
359900.0,150.0,Clarkesville,1955,2402.0,3.0,4.0,2402.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Habersham County
239000.0,129.0,Clarkesville,1999,1848.0,3.0,3.0,1848.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Habersham County
329900.0,196.0,Clarkston,1982,1680.0,2.0,3.0,1680.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Dekalb County
329000.0,232.0,Clarkston,1967,1418.0,2.0,3.0,1418.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Dekalb County
850000.0,269.0,Claxton,1996,3160.0,4.0,5.0,3160.0,1,0.0,1,Two,1,1,0,SINGLE_FAMILY,Evans County
599000.0,250.0,Clayton,2007,2400.0,3.0,3.0,2400.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Rabun County
160000.0,183.0,Clayton,1993,872.0,1.0,2.0,872.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Rabun County
449000.0,257.0,Clayton,2021,0.04012855831037649,4.0,3.0,1748.0,0,0.0,0,Two,0,0,1,SINGLE_FAMILY,Rabun County
160000.0,183.0,Clayton,1993,872.0,1.0,2.0,872.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Rabun County
325000.0,212.0,Clayton,2021,1536.0,2.0,3.0,1536.0,1,0.0,1,One,0,0,1,SINGLE_FAMILY,Rabun County
489000.0,252.0,Clermont,2002,1943.0,5.0,3.0,1943.0,1,2.0,1,One,1,0,0,SINGLE_FAMILY,Hall County
275000.0,108.0,Clermont,2016,2547.0,3.0,4.0,2547.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Hall County
850000.0,200.0,Clermont,2007,4245.0,7.0,6.0,4245.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Hall County
369900.0,131.0,Clermont,1958,2828.0,3.0,4.0,2828.0,1,0.0,1,Two,0,0,0,SINGLE_FAMILY,Hall County
525000.0,142.0,Clermont,2018,3700.0,5.0,5.0,3700.0,1,2.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Hall County
540000.0,141.0,Clermont,1994,3842.0,4.0,4.0,3842.0,0,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Hall County
699900.0,194.0,Clermont,1977,3605.0,6.0,6.0,3605.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,Hall County
899000.0,514.0,Clermont,1961,1750.0,1.0,2.0,1750.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Hall County
4239000.0,283.0,Clermont,1995,15000.0,16.0,21.0,15000.0,0,0.0,0,Two,1,1,0,SINGLE_FAMILY,Hall County
179000.0,172.0,Cleveland,1978,1040.0,2.0,3.0,1040.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,White County
189900.0,188.0,Cleveland,1957,1008.0,2.0,2.0,1008.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,White County
328000.0,113.0,Cleveland,1986,2906.0,5.0,3.0,2906.0,0,0.0,0,Two,0,0,0,SINGLE_FAMILY,White County
375000.0,126.0,Cleveland,1982,2976.0,5.0,5.0,2976.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,White County
144900.0,171.0,Cobb,1962,848.0,1.0,2.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Sumter County
520000.0,146.0,Cobb,1989,3573.0,4.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Sumter County
545000.0,182.0,Cobb,1995,3000.0,3.0,4.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Sumter County
579000.0,212.0,Cobb,2003,2727.0,3.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Sumter County
371000.0,163.0,Cobb,1988,2278.0,2.0,3.0,0.0,0,0.0,0,0,1,0,0,SINGLE_FAMILY,Sumter County
625000.0,118.0,Cohutta,1997,5278.0,4.0,5.0,0.0,1,0.0,0,0,1,0,0,SINGLE_FAMILY,Whitfield County
209000.0,118.0,Cohutta,1999,1764.0,3.0,3.0,0.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Whitfield County
147000.0,117.0,Cohutta,1960,1254.0,1.0,3.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Whitfield County
275000.0,115.0,Cohutta,1991,2394.0,3.0,4.0,0.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Whitfield County
335000.0,160.0,Cohutta,1992,2100.0,3.0,4.0,2100.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Whitfield County
495000.0,108.0,Cohutta,2001,4594.0,4.0,4.0,4594.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Whitfield County
346999.0,101.0,Cohutta,1986,3435.0,5.0,4.0,3435.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Whitfield County
699000.0,99.0,Cohutta,2004,7035.0,5.0,5.0,7035.0,1,2.0,1,Two,0,1,0,SINGLE_FAMILY,Whitfield County
435900.0,136.0,Cohutta,1992,3200.0,4.0,4.0,3200.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Whitfield County
275000.0,117.0,Colbert,2003,2360.0,3.0,4.0,2360.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Madison County
499000.0,112.0,Colbert,2006,4456.0,3.0,6.0,4456.0,1,0.0,1,One and One Half,0,0,0,SINGLE_FAMILY,Oglethorpe County
239900.0,164.0,Colbert,1992,1462.0,2.0,3.0,1462.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Madison County
189000.0,187.0,Colbert,1950,1012.0,2.0,3.0,1012.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Madison County
674500.0,147.0,Colbert,2000,4600.0,4.0,5.0,4600.0,1,0.0,1,One,0,0,0,SINGLE_FAMILY,Madison County
359900.0,167.0,Colbert,2021,2150.0,4.0,4.0,2150.0,1,0.0,1,Two,0,0,1,SINGLE_FAMILY,Madison County
210000.0,147.0,College Park,1985,1424.0,2.0,3.0,1424.0,1,2.0,1,Multi/Split,0,0,0,SINGLE_FAMILY,Fulton County
210000.0,146.0,College Park,1996,1434.0,2.0,3.0,1434.0,1,1.0,1,One,0,0,0,SINGLE_FAMILY,Fulton County
231000.0,138.0,College Park,2004,0.038544536271808996,3.0,4.0,1679.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Fulton County
279900.0,127.0,College Park,2007,0.05059687786960514,3.0,2.0,2204.0,1,0.0,1,0,0,1,0,TOWNHOUSE,Fulton County
389900.0,202.0,College Park,1940,1928.0,2.0,3.0,1928.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Fulton County
389900.0,202.0,College Park,1940,1928.0,2.0,3.0,1928.0,1,2.0,1,One,0,0,0,SINGLE_FAMILY,Fulton County
279900.0,127.0,College Park,2007,0.05059687786960514,3.0,2.0,2204.0,1,0.0,1,0,0,1,0,TOWNHOUSE,Fulton County
350000.0,151.0,College Park,2019,0.0533287419651056,3.0,4.0,2323.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Fulton County
599999.0,207.0,College Park,2021,0.06657483930211203,4.0,5.0,2900.0,0,0.0,0,One,0,0,1,SINGLE_FAMILY,Fulton County
155000.0,133.0,College Park,1946,1167.0,1.0,2.0,1167.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Fulton County
492500.0,181.0,College Park,1925,2719.0,4.0,4.0,2719.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Fulton County
695000.0,219.0,College Park,2021,0.07277318640955005,5.0,5.0,3170.0,1,2.0,1,Two,0,0,1,SINGLE_FAMILY,Fulton County
205000.0,126.0,College Park,1940,0.03737373737373737,1.0,0.0,1628.0,1,2.0,1,Two,0,0,0,SINGLE_FAMILY,Fulton County
945000.0,185.0,College Park,2007,0.11751606978879706,6.0,6.0,5119.0,1,2.0,1,Three Or More,1,1,0,SINGLE_FAMILY,Fulton County
279000.0,163.0,College Park,1930,0.03934802571166208,3.0,4.0,1714.0,0,0.0,0,Multi/Split,0,0,0,SINGLE_FAMILY,Fulton County
174900.0,124.0,College Park,1959,1412.0,3.0,3.0,1412.0,1,0.0,0,Two,0,0,0,SINGLE_FAMILY,Fulton County
139000.0,197.0,College Park,1960,0.01616161616161616,1.0,2.0,704.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Fulton County
899000.0,214.0,College Park,1920,4200.0,5.0,6.0,4200.0,1,2.0,1,Three Or More,0,0,0,SINGLE_FAMILY,Fulton County
109900.0,90.0,Columbus,1955,0.028145087235996326,1.0,3.0,1226.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Muscogee County
94900.0,91.0,Columbus,1958,0.023875114784205693,1.0,3.0,1040.0,1,0.0,1,0,0,0,0,SINGLE_FAMILY,Muscogee County
115000.0,110.0,Columbus,1941,0.024012855831037648,1.0,3.0,1046.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Muscogee County
259900.0,116.0,Columbus,1928,0.05140036730945822,2.0,3.0,2239.0,0,0.0,0,0,1,0,0,SINGLE_FAMILY,Muscogee County
95000.0,100.0,Columbus,1943,0.021717171717171718,1.0,3.0,946.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Muscogee County
109967.0,95.0,Columbus,1984,0.026515151515151516,2.0,2.0,1155.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Muscogee County
112000.0,95.0,Columbus,1950,0.02692837465564738,1.0,2.0,1173.0,1,0.0,0,One,0,0,0,SINGLE_FAMILY,Muscogee County
159000.0,98.0,Columbus,1955,1624.0,2.0,3.0,1624.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Muscogee County
279500.0,117.0,Columbus,1956,2398.0,3.0,4.0,2398.0,1,0.0,1,0,0,0,0,SINGLE_FAMILY,Muscogee County
144900.0,115.0,Columbus,1951,0.02901744719926538,1.0,3.0,1264.0,0,0.0,1,One,0,0,0,SINGLE_FAMILY,Muscogee County
295000.0,92.0,Columbus,1956,0.07346189164370982,3.0,4.0,3200.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Muscogee County
149900.0,102.0,Columbus,1955,0.03358585858585859,1.0,3.0,1463.0,0,0.0,0,One,0,0,0,SINGLE_FAMILY,Muscogee County
142125.0,125.0,Columbus,2021,0.026101928374655647,2.0,3.0,1137.0,0,0.0,0,0,0,0,0,SINGLE_FAMILY,Muscogee County
379900.0,116.0,Columbus,1973,3284.0,4.0,5.0,3284.0,1,2.0,1,Split Foyer,0,0,0,SINGLE_FAMILY,Muscogee County
825000.0,117.0,Columbus,2000,7028.0,6.0,6.0,7028.0,1,2.0,1,Two-Two Story Foyer,1,1,0,SINGLE_FAMILY,Muscogee County
189900.0,91.0,Columbus,1975,2090.0,2.0,4.0,2090.0,1,0.0,0,0,0,0,0,SINGLE_FAMILY,Muscogee County
184900.0,115.0,Columbus,1967,0.036937557392102846,2.0,3.0,1609.0,1,0.0,1,0,0,0,0,SINGLE_FAMILY,Muscogee County
